,GSM1369756,GSM1369757,GSM1369758,GSM1369759,GSM1369760,GSM1369761,GSM1369762,GSM1369763,GSM1369764,GSM1369765,GSM1369766,GSM1369767,GSM1369768,GSM1369769,GSM1369770,GSM1369771,GSM1369772,GSM1369773,GSM1369774,GSM1369775,GSM1369776,GSM1369777,GSM1369778,GSM1369779,GSM1369780,GSM1369781,GSM1369782,GSM1369783,GSM1369784,GSM1369785,GSM1369786,GSM1369787,GSM1369788,GSM1369789,GSM1369790,GSM1369791,GSM1369792,GSM1369793,GSM1369794,GSM1369795,GSM1369796,GSM1369797,GSM1369798,GSM1369799,GSM1369800,GSM1369801,GSM1369802,GSM1369803,GSM1369804,GSM1369805,GSM1369806,GSM1369807,GSM1369808,GSM1369809,GSM1369810,GSM1369811,GSM1369812,GSM1369813,GSM1369814,GSM1369815,GSM1369816,GSM1369817,GSM1369818,GSM1369819,GSM1369820,GSM1369821,GSM1369822,GSM1369823,GSM1369824,GSM1369825,GSM1369826,GSM1369827,GSM1369828,GSM1369829,GSM1369830,GSM1369831,GSM1369832,GSM1369833,GSM1369834,GSM1369835
RGS5,2.725798462,2.76575861,2.750264864,2.771267663,2.753735246,2.743627684,2.735238343,2.737776914,2.738072753,2.777510202,2.771546478,2.751532588,2.734000505,2.746424972,2.735718725,2.752747812,2.746635338,2.731294676,2.694986857,2.742232234,2.724920798,2.727452516,2.712925867,2.742021178,2.720392744,2.757084322,2.738365618,2.74767398,2.760007725,2.745496141,2.742471149,2.746137227,2.747385787,2.74598534,2.742612263,2.763066423,2.741495204,2.749739032,2.729691634,2.745705471,2.709571813,2.770600878,2.731601415,2.74555096,2.74622948,2.741933796,2.740914642,2.759189913,2.756771069,2.7610505,2.735926976,2.735971555,2.732928237,2.735613604,2.745296125,2.713190477,2.754071495,2.751061919,2.730906429,2.745001264,2.750120089,2.735874191,2.725011068,2.721604958,2.755156297,2.718248348,2.740997373,2.747290709,2.721827513,2.73686808,2.735388297,2.712609705,2.740515865,2.728453278,2.745400485,2.740471285,2.763602845,2.753342912,2.764589007,2.739436641
RGS6,2.941581787,2.914694485,2.915911499,2.916282962,2.907171535,2.926163889,2.920876698,2.942540166,2.948230236,2.914841449,2.935418576,2.944468637,2.939144868,2.920979521,2.896076133,2.935805789,2.960267864,2.931172423,2.922342993,2.908572402,2.917641209,2.909925105,2.889531092,2.89815464,2.928066135,2.910327255,2.898353081,2.914296922,2.932747064,2.964720927,2.944306817,2.971628132,2.925107123,2.949643876,2.94520913,2.932947272,2.906092205,2.930458383,2.936446453,2.93091532,2.891930662,2.92191704,2.928945803,2.911293918,2.906398258,2.951011858,2.93180086,2.920729324,2.915336363,2.964125023,2.934726299,2.930761848,2.925709429,2.929266671,2.919723362,2.952643558,2.916065715,2.916014827,2.920729324,2.920774498,2.946906862,2.933051117,2.924514908,2.922548971,2.938548543,2.94878992,2.954060833,2.960243333,2.926567577,2.90818817,2.943303887,2.941123469,2.928802991,2.903598026,2.945777048,2.908524906,2.925431712,2.921753189,2.902760113,2.901590587
RGS7,2.603995348,2.567742898,2.577916482,2.654587966,2.612499636,2.579131895,2.633583488,2.60024541,2.593570727,2.560836723,2.57988496,2.617518695,2.565757708,2.607914312,2.583893153,2.591020584,2.609159266,2.597273699,2.586062512,2.608410919,2.598600489,2.593215434,2.577041111,2.577804177,2.599055818,2.570709047,2.555718597,2.567966025,2.588847502,2.597360553,2.59019949,2.592575174,2.598269904,2.619697743,2.548742872,2.582784321,2.59397595,2.583154339,2.570162482,2.595257757,2.581517634,2.557145762,2.589735528,2.590013483,2.567742898,2.61388853,2.602403396,2.596518588,2.605827264,2.590407785,2.59142289,2.618794039,2.591151937,2.60444372,2.632714446,2.567966025,2.612354209,2.580170555,2.623551401,2.580345206,2.599302572,2.577719244,2.659363839,2.559035637,2.577804177,2.56664651,2.606227217,2.607074409,2.579234457,2.533641669,2.600352692,2.584518767,2.57537103,2.56764625,2.615501073,2.575646835,2.569554484,2.542110042,2.585113991,2.582098472
RGS9,2.684173335,2.699347943,2.631596328,2.651328626,2.689852784,2.689913815,2.701696884,2.691341718,2.680542625,2.644337998,2.659486186,2.688688132,2.705317384,2.708205736,2.707882036,2.702306167,2.772454257,2.722528091,2.674672751,2.700948251,2.703629015,2.675043939,2.717028939,2.688242452,2.690299867,2.698509385,2.66754951,2.702740688,2.690746835,2.705027577,2.691040384,2.740839068,2.710830367,2.700499508,2.688424435,2.686189654,2.677099401,2.691800388,2.712826555,2.682917025,2.701449426,2.684316999,2.722128099,2.68125172,2.69654936,2.711201682,2.687250039,2.687950872,2.68630973,2.684709494,2.695403511,2.664320533,2.761434449,2.69516334,2.690977476,2.712214855,2.703846958,2.664534845,2.678476165,2.652029993,2.67306841,2.713510666,2.690540497,2.693856924,2.689001166,2.70016957,2.690232502,2.707718459,2.701348516,2.688082049,2.725951527,2.760585358,2.689030846,2.690171483,2.693571463,2.69339826,2.684819644,2.72086313,2.693678354,2.717198135
RGSL1,2.910729275,2.905837238,2.875230018,2.878210989,2.932845614,2.893278958,2.918843598,2.904395573,2.895681263,2.871463691,2.912544528,2.898994661,2.910569845,2.91488159,2.880839865,2.858522961,2.92817312,2.893937932,2.903912363,2.919341794,2.857554674,2.892180691,2.903212525,2.872616657,2.849605836,2.880259387,2.870454669,2.886738536,2.896924558,2.895528851,2.960833402,2.919822386,2.919555827,2.871463691,2.918993992,2.896692291,2.901170558,2.929852238,2.91409352,2.905071423,2.937104731,2.873659183,2.898456743,2.950911948,2.915080303,2.884500076,2.900061843,2.930608601,2.892781714,2.947257359,2.883541066,2.914975834,2.91893011,2.909252706,2.925653536,2.903343056,2.898378596,2.893710854,2.888101374,2.906142341,2.931554308,2.908572402,2.910729275,2.905426659,2.903067379,2.924774576,2.918633018,2.905837238,2.898590528,2.882263962,2.94374765,2.933632081,2.942699189,2.861617232,2.912692807,2.890518469,2.881582369,2.907929283,2.923467078,2.907270196
RHAG,2.79486503,2.777362005,2.808243407,2.774912087,2.799416069,2.75425147,2.780233169,2.777833964,2.758455495,2.776623332,2.77944312,2.778024966,2.768956658,2.797117097,2.755244683,2.776623332,2.778119646,2.753735246,2.781761084,2.807140769,2.750419725,2.764725185,2.766385163,2.760922224,2.756153473,2.784908618,2.758996267,2.773596074,2.780373673,2.77913237,2.762416734,2.771412661,2.753094064,2.780180154,2.78874471,2.809214459,2.776309932,2.77568046,2.762468008,2.774955102,2.775873024,2.786718831,2.78977614,2.798943283,2.778304224,2.771923967,2.788522718,2.806775078,2.767326077,2.76926208,2.769990874,2.778491041,2.799559047,2.763287152,2.779895826,2.767586969,2.765710892,2.782160707,2.761866637,2.770451253,2.77816258,2.765171383,2.781475706,2.782723251,2.78056635,2.756825022,2.776714411,2.778947261,2.765270988,2.801766019,2.791712786,2.769594179,2.765559812,2.762317285,2.782333631,2.801479477,2.783446955,2.795912863,2.790467563,2.767967547
RHBDD3,2.935955558,2.91460312,2.912497882,2.926067753,2.878781331,2.954163613,2.924612952,2.96500871,2.895859456,2.887819046,2.872661052,2.921550423,2.936620256,2.919291869,2.926358969,2.924100583,2.931907125,2.937465784,2.927518812,2.932645157,2.950437809,2.928365806,2.907843741,2.914245385,2.918053603,2.938865349,2.888062242,2.912998901,2.965221214,2.936446453,2.952809442,2.948678425,2.942926848,2.952696901,2.928851484,2.953066812,2.913598279,2.912796219,2.931952592,2.923621537,2.875230018,2.926621344,2.901787104,2.912544528,2.92191704,2.943303887,2.885302138,2.893061724,2.898499204,2.929266671,2.902501056,2.910472804,2.900583582,2.914694485,2.880545175,2.913855914,2.878314507,2.900084583,2.883116865,2.90375364,2.932747064,2.899237388,2.87607906,2.927057796,2.907651581,2.953792485,2.91585345,2.891826202,2.939609159,2.90082742,2.915704222,2.956034724,2.920082673,2.917641209,2.947108699,2.919447463,2.903067379,2.910077645,2.937677384,2.918527458
RHBDF1,3.007462859,3.044896772,2.960367245,2.987054376,2.960104847,2.988298014,3.010616977,2.986706022,2.993335841,2.988298014,2.989250663,2.975026776,2.931448594,2.966235748,2.951061118,2.962920877,2.994746748,3.003735627,2.947000992,2.924253487,2.977713743,2.99220045,2.987944484,2.92899144,2.954604255,2.944836815,2.969172061,2.979873772,2.995444058,2.978416188,2.976055665,2.946622075,3.015380899,3.001085672,2.983034761,2.983463583,2.982673645,3.010065523,2.979028063,3.035351633,2.981642668,2.967706304,2.982613374,2.995681445,2.987592258,2.976754674,2.969172061,2.956606234,2.987944484,2.974449676,3.009147426,2.975417286,2.958423868,2.987944484,2.986589097,2.929639166,2.972462895,2.97864431,2.998097545,2.987828266,3.004552058,3.032941301,2.988120962,2.988847627,3.008884311,2.992267276,2.992138246,3.024809668,3.007840772,2.949225098,2.987854593,2.957810377,3.021360309,2.975646734,3.020184529,2.962746634,3.017582501,2.993676113,3.028077989,2.981244988
RHBDF2,3.096906721,3.217583321,3.0498045,3.086626657,3.018806558,3.161761056,3.107303997,3.116395626,3.067525434,3.085920961,3.08234854,3.113691141,3.222166913,3.142593375,3.068060843,3.139224871,3.139544709,3.161938362,3.08717125,3.093023721,3.177107472,3.114843442,3.150021884,3.129285835,3.139151488,3.092442844,3.11663933,3.076180912,3.158520321,3.200203851,3.096227016,3.178469016,3.17139918,3.164817623,3.200677523,3.106298491,3.076644371,3.106130441,3.164984207,3.132403038,3.008142413,3.050138619,3.048349778,3.103405164,3.07732108,3.144507488,3.061647263,3.082496075,3.106686787,3.06938115,3.181730395,3.077954024,3.082843568,3.111469768,3.065849944,3.096906721,3.063420868,3.096005807,3.097199223,3.186483167,3.010357506,3.003735627,3.055371347,3.134091081,3.046044248,3.087759936,3.139151488,3.063558208,3.182973352,3.106686787,3.086203367,3.134781348,3.045914932,3.192563595,3.067278627,3.122183022,3.106216641,3.051992597,3.027837838,3.140292507
RHBDL1,2.811605302,2.763553978,2.768124388,2.741643555,2.730353182,2.798452952,2.773450571,2.75865904,2.748136286,2.72610014,2.708761878,2.717967042,2.753935252,2.736560694,2.755829477,2.787297353,2.758996267,2.759044984,2.744862136,2.791249153,2.753483128,2.773263824,2.783589587,2.736610122,2.770939706,2.757444297,2.763744832,2.758553291,2.770990438,2.771830941,2.756955104,2.769693384,2.751246378,2.756245216,2.766666599,2.769594179,2.72610014,2.77291451,2.742416813,2.759324252,2.711627032,2.821338498,2.732979194,2.751943486,2.739029028,2.774225485,2.810168781,2.769639004,2.748622258,2.756444958,2.728874792,2.754298501,2.781903339,2.770451253,2.705196153,2.710696566,2.74790891,2.746424972,2.746730672,2.760922224,2.715171955,2.779745192,2.706197473,2.734450305,2.738228779,2.806163735,2.768124388,2.752954795,2.774280859,2.731877091,2.741689806,2.761346779,2.744484482,2.768956658,2.746369612,2.823716264,2.816354275,2.747290709,2.762183697,2.784123879
RHBG,2.919610794,2.882563134,2.88044683,2.873848989,2.900914396,2.913905173,2.902127718,2.905426659,2.856734679,2.86669273,2.871858383,2.881185229,2.936803849,2.90698045,2.897141836,2.869517653,2.768124388,2.907744835,2.900061843,2.891085142,2.94374765,2.869343154,2.903067379,2.878833058,2.895681263,2.931040614,2.840022065,2.902704755,2.919135915,2.835003121,2.871858383,2.865450495,2.89311044,2.94937067,2.902760113,2.923313094,2.885701558,2.898912285,2.906289664,2.894892691,2.832441887,2.908237809,2.888201534,2.866155948,2.881185229,2.922903154,2.881185229,2.871463691,2.877556299,2.944249873,2.898690614,2.859887839,2.881582369,2.832937085,2.937255247,2.858764399,2.875140173,2.903863337,2.884545103,2.8801701,2.880692499,2.884150707,2.88371134,2.88730622,2.902026903,2.923248445,2.856235053,2.87987391,2.91363915,2.845424785,2.942434632,2.922176563,2.872560382,2.883025653,2.889898365,2.915229516,2.930761848,2.884104423,2.895951921,2.886961972
RHCE /// RHD,2.886463406,2.900155608,2.894799107,2.899520858,2.881582369,2.918792778,2.895186836,2.900583582,2.912600029,2.899281999,2.911877082,2.956196124,2.872784036,2.913855914,2.887630792,2.920674368,2.873608095,2.856715053,2.891985046,2.890139591,2.859856032,2.905426659,2.908428333,2.900872796,2.875612499,2.91987022,2.896755231,2.905242313,2.876208262,2.868045644,2.87607906,2.897054765,2.893479791,2.854739474,2.905530443,2.905944483,2.872333177,2.915911499,2.887195845,2.913395073,2.835482565,2.926309433,2.929314698,2.906728337,2.904456021,2.868459829,2.923771584,2.889076236,2.895092139,2.93829116,2.872836838,2.946260638,2.902604328,2.908708185,2.93840463,2.890039708,2.908428333,2.896076133,2.896315286,2.876936674,2.911352651,2.90741489,2.895576269,2.918204637,2.909691556,2.869947482,2.887352561,2.916065715,2.897286027,2.907319894,2.867381358,2.875694395,2.893585036,2.889686332,2.90217252,2.875612499,2.895900287,2.911104873,2.898891048,2.919502949
RHCG,2.771546478,2.746635338,2.761014581,2.722479217,2.779547927,2.741589116,2.774715329,2.77413834,2.806488938,2.721661928,2.7043011,2.757397809,2.760437054,2.787977577,2.755203511,2.768072137,2.778736493,2.790136273,2.751735473,2.784783655,2.743972811,2.758352225,2.795461939,2.76461342,2.772621691,2.794204306,2.730752931,2.766966063,2.79086195,2.76320314,2.750917098,2.772070466,2.755704177,2.778068373,2.785195248,2.763893298,2.763917293,2.737969658,2.794885651,2.746479405,2.77039925,2.753689974,2.779599997,2.762932863,2.705977926,2.772969259,2.721827513,2.797945071,2.70572033,2.73686808,2.726770864,2.707496118,2.768662631,2.767545127,2.718829492,2.747290709,2.79462691,2.756096703,2.740323966,2.767611188,2.733034328,2.780833392,2.763110771,2.7419706,2.77235942,2.780415522,2.768851358,2.744754024,2.796200132,2.808080141,2.7982146,2.774536118,2.745930015,2.77413834,2.785377651,2.824979016,2.784866174,2.776959517,2.773737428,2.73986021
RHD,2.888670723,2.903255503,2.890420684,2.887049867,2.890751621,2.890838739,2.880589981,2.862243689,2.888240662,2.883959182,2.899150373,2.903343056,2.865585504,2.898499204,2.869894217,2.886319062,2.844079778,2.835589934,2.841660652,2.855863496,2.857464638,2.874896637,2.876990883,2.875694395,2.843990252,2.904508383,2.875460729,2.876514534,2.842032368,2.878112171,2.869517653,2.871858383,2.86757382,2.857513428,2.854653276,2.866329214,2.875946886,2.891175644,2.893996666,2.879308675,2.848850102,2.891783513,2.921029239,2.872041737,2.871126203,2.862931424,2.897715804,2.86757382,2.891734837,2.877028826,2.89311044,2.885010885,2.900251835,2.86669273,2.878967316,2.859718531,2.890237906,2.860335251,2.869760185,2.871213688,2.868970281,2.870501471,2.858070838,2.861945045,2.871213688,2.865983733,2.839013508,2.874531864,2.867719318,2.890091659,2.884292502,2.862799514,2.890139591,2.819962754,2.883345815,2.854784424,2.849093786,2.895576269,2.88922016,2.919043451
RHEB,2.973152548,2.952809442,3.001206985,2.960988255,2.987424737,2.987699502,2.962685891,2.975195773,2.993630886,3.029211385,2.997054484,2.964341252,2.95368562,2.997519661,2.987828266,3.00497416,2.996670177,2.938710924,2.996313536,3.011981791,2.967255481,2.975875791,2.970607327,2.983362753,2.969065436,2.984041777,2.986589097,2.97227894,2.964838188,2.973887539,2.96539658,2.971798136,2.977926582,2.964838188,2.977280193,2.958043586,2.969499294,2.971515217,2.944249873,2.959546204,2.978362394,3.00497416,2.985797616,2.972407877,2.979304932,2.974850193,2.971515217,2.989907494,2.976940366,2.953370418,2.941636118,2.989438024,3.00902081,2.958778287,2.976686833,2.980211577,2.972736388,2.99677888,2.958605247,2.942650935,2.9726253,2.976754674,2.98495551,2.964949841,2.978104541,2.933788237,2.964503065,2.965667818,2.955670556,2.96233464,2.951169917,2.970904418,2.972736388,2.968230348,2.978919192,2.972462895,2.973538193,2.9726253,2.972736388,2.975875791
RHO,2.85609113,2.880885246,2.865320374,2.872425295,2.889991716,2.882511827,2.870896143,2.857645476,2.875460729,2.855997896,2.822640221,2.869476092,2.888062242,2.881231228,2.858398171,2.841103059,2.862662373,2.880130578,2.827830991,2.886883719,2.867297538,2.849649976,2.861790519,2.839662529,2.874856527,2.86790554,2.830507213,2.849471613,2.860388353,2.869995227,2.874945123,2.853760697,2.884863014,2.871418497,2.885010885,2.889171709,2.853760697,2.861750941,2.872182015,2.881538305,2.85934544,2.845682648,2.823388805,2.866113894,2.825782064,2.87424412,2.835775363,2.835482565,2.854602384,2.840040721,2.879068304,2.827638707,2.888443996,2.863819322,2.856416494,2.835732877,2.854970289,2.84687939,2.849963848,2.887497135,2.852817668,2.845725565,2.843945372,2.858953052,2.842887439,2.86065779,2.85172809,2.863174791,2.884051573,2.837468994,2.888015058,2.86583997,2.850574654,2.881538305,2.882583786,2.850295276,2.859284401,2.866370791,2.845353549,2.84871632
RHOA,3.783636511,3.785456953,3.786548817,3.784438196,3.748337072,3.786548817,3.784438196,3.782462146,3.777016928,3.775052624,3.761302913,3.782462146,3.780192179,3.775052624,3.771150383,3.759386534,3.776053698,3.779118301,3.76716099,3.755015472,3.790923657,3.780192179,3.777016928,3.782462146,3.771150383,3.785456953,3.780192179,3.789815019,3.766196691,3.770214747,3.761302913,3.772187666,3.775052624,3.749337763,3.779118301,3.759386534,3.76716099,3.786548817,3.782462146,3.785456953,3.756164184,3.775052624,3.757370542,3.773055719,3.779118301,3.768111098,3.759386534,3.761302913,3.762218658,3.759386534,3.762218658,3.774045938,3.768111098,3.776053698,3.765236203,3.74080104,3.776053698,3.765236203,3.774045938,3.769095984,3.763277314,3.759386534,3.766196691,3.769095984,3.784438196,3.761302913,3.759386534,3.775052624,3.784438196,3.782462146,3.74080104,3.765236203,3.766196691,3.783636511,3.769095984,3.784438196,3.752698468,3.777016928,3.76716099,3.761302913
RHOB,3.047159695,3.3713641,3.273511038,3.280308566,3.185777464,3.308452846,3.272232209,3.333794471,3.347026926,3.248311656,3.348961761,3.309569491,3.365274716,3.243321507,3.233494946,3.296506084,3.394561447,3.394166864,3.361322601,3.288676889,3.442244074,3.309089967,3.249159367,3.214851935,3.314837787,3.235931687,3.246413402,3.324262708,3.319094906,3.334687991,3.303761586,3.413392979,3.318600002,3.368973383,3.307167049,3.42290359,3.313947209,3.371508118,3.393692696,3.419916972,3.314837787,3.122037778,3.233494946,3.331112378,3.321912582,3.314967557,3.25768537,3.266488812,3.235276524,3.328108806,3.3360356,3.299684899,3.313714986,3.425257213,3.303986053,3.244868795,3.279323595,3.357986747,3.297735129,3.47731965,3.284718673,3.274424111,3.284056327,3.237376009,3.353942306,3.329504242,3.332323294,3.283216408,3.370896818,3.289816843,3.28283702,3.454920579,3.267415249,3.387458136,3.240313833,3.334951621,3.251742883,3.193122146,3.143181007,3.290780249
RHOBTB1,2.777456129,2.684671242,2.758775767,2.680542625,2.682856702,2.858953052,2.735032936,2.700670112,2.72222154,2.712548967,2.992032835,2.730055207,2.691160676,2.685155743,2.727883325,2.790377488,2.686609253,2.698726928,2.747527935,2.747152604,2.772724617,2.680340191,2.741737752,2.760250682,2.692536668,2.803762939,2.740615417,2.743725294,2.671953442,2.694037818,2.666444568,2.666248784,2.639453019,2.724204233,2.664855943,2.653179157,2.889276349,2.701284231,2.695942476,2.691218687,2.655806976,2.716266584,2.761560094,2.666308526,2.718452279,2.664291865,2.703902262,2.757397809,2.665354712,2.71500692,2.733128831,2.760250682,2.617273658,2.758553291,2.728542898,2.68546453,2.717257579,3.058143753,2.772167944,2.755496376,2.713776877,2.712494572,2.70936884,2.702132721,2.675812204,2.624895547,2.734589902,2.644736955,2.659855928,2.690853416,2.671783087,2.669687686,2.648444768,2.636963687,2.660363462,2.669232742,2.72793206,2.702456966,2.732477146,2.773014082
RHOBTB2,3.062759052,3.061895496,3.098568797,3.089560735,3.083414822,3.06308847,3.075140133,3.053028079,3.025614402,3.083540784,3.094723209,3.081797882,3.09661503,3.069564949,3.055819388,3.068491428,3.07463544,3.063420868,3.053228837,3.010241762,3.055501984,3.041028409,3.029706085,3.047945187,3.050711044,3.055119149,3.055119149,3.046353669,3.087970713,3.097832958,3.083342299,3.100375494,3.10774847,3.090334076,3.050782869,3.104139737,3.065915247,3.108561004,3.06124239,3.089483172,3.040360229,3.089927615,3.051793346,3.090269702,3.056487254,3.096316181,3.058467575,3.059461669,3.066946412,3.078155933,3.032941301,3.088495419,3.095499594,3.06455925,3.048349778,3.066169525,3.066236166,3.027776279,3.06938115,3.081449427,3.081576595,3.06874801,3.052391609,3.074412968,3.07732108,3.052517039,3.063152901,3.075410306,3.067525434,3.056627402,3.088267978,3.115065691,3.060253515,3.047730017,3.070425027,3.078875866,3.071123475,3.06943523,3.037716672,3.07008651
RHOBTB3,2.70983529,2.688971486,2.654957615,2.685562594,2.663648769,2.67151771,2.658790294,2.680772918,2.682806923,2.683773775,2.676120665,2.672251022,2.662062391,2.683361641,2.67035478,2.647578799,2.660545329,2.657091748,2.681381226,2.660050666,2.667269334,2.670786958,2.670475205,2.663351027,2.659793794,2.677338311,2.665033268,2.670168792,2.690299867,2.684227654,2.66784136,2.688011498,2.663109199,2.677788652,2.6810113,2.673533647,2.657474006,2.67151771,2.670995109,2.672592895,2.658849829,2.659932013,2.690299867,2.673898768,2.682499318,2.667448404,2.677099401,2.667323744,2.68025547,2.674082795,2.678341131,2.665519796,2.664786112,2.689443052,2.666369959,2.669040591,2.685692109,2.654991922,2.659486186,2.688795931,2.671670164,2.673478281,2.682499318,2.675688246,2.671294215,2.665087876,2.685562594,2.689216998,2.694263193,2.686036323,2.697927085,2.666070228,2.692178291,2.662331189,2.671783087,2.658028446,2.675746488,2.666130562,2.654840621,2.679616033
RHOC,3.135806769,3.194486977,3.172595294,3.164984207,3.021226177,3.231701887,3.227430418,3.272348938,3.197634787,3.211244061,3.229179255,3.250626056,3.337981308,3.205643338,3.170222373,3.301049419,3.284056327,3.23360226,3.200945687,3.277450199,3.343179617,3.250516114,3.24280101,3.207054925,3.22269193,3.184878765,3.220000359,3.204093218,3.280898529,3.271407827,3.189428417,3.289368498,3.170143014,3.29853579,3.25768537,3.157291057,3.179380584,3.240939209,3.269173029,3.282018579,3.214753357,3.128895313,3.162529588,3.224637466,3.239261029,3.235397245,3.166893593,3.209443083,3.19474136,3.309089967,3.281388903,3.194646695,3.30609191,3.26784017,3.236053575,3.185341792,3.226018152,3.249838683,3.238975914,3.362420268,3.182784922,3.194032262,3.147230451,3.199378704,3.277120146,3.302096704,3.157656248,3.253900935,3.245626492,3.184662567,3.243743807,3.348659077,3.23360226,3.178188274,3.226649899,3.206792772,3.22763772,3.136608912,3.120792528,3.240116984
RHOD,3.17801843,3.182784922,3.147643927,3.157990249,3.179566405,3.184662567,3.187419904,3.200945687,3.169521403,3.144274247,3.146652129,3.206792772,3.203631171,3.15302095,3.160684755,3.151306864,3.217798501,3.147643927,3.148839998,3.165880533,3.154676762,3.181541142,3.171564032,3.16401738,3.15182819,3.17693296,3.142665157,3.176168233,3.209647694,3.195494834,3.194646695,3.194229378,3.187320604,3.205554106,3.198743285,3.170605085,3.185071779,3.172503031,3.166372444,3.197139995,3.176679393,3.193645627,3.162441364,3.171961074,3.173885432,3.214634938,3.182784922,3.188364142,3.173707401,3.208644108,3.175456658,3.175539981,3.192097134,3.178933648,3.16698429,3.154766567,3.141312394,3.186217914,3.176593048,3.182387328,3.179206569,3.182573374,3.147796119,3.19660777,3.209647694,3.243841389,3.206082702,3.184395422,3.225405941,3.178847012,3.22056745,3.221776871,3.203523852,3.149164481,3.203139511,3.221776871,3.202137607,3.173460676,3.17310669,3.162362436
RHOF,3.134945089,3.143274091,3.132309829,3.110861749,3.08022542,3.118462268,3.132156133,3.1090859,3.120792528,3.167067482,3.143767619,3.13223595,3.118316046,3.092146154,3.092302837,3.179475653,3.099790717,3.154281943,3.154435535,3.163063035,3.124696348,3.139714134,3.140919521,3.145864643,3.147455133,3.128895313,3.141312394,3.134456655,3.139345543,3.132309829,3.095224653,3.139799156,3.107388621,3.141240314,3.135344867,3.123996578,3.179293613,3.10972082,3.158612016,3.137604005,3.147836572,3.146033196,3.207587671,3.1100388,3.164984207,3.10378622,3.154766567,3.211130721,3.164881626,3.229995316,3.146237096,3.135982407,3.156593522,3.169440669,3.143345862,3.157730296,3.183932176,3.143274091,3.132729182,3.223715865,3.164881626,3.176341332,3.15166237,3.133048734,3.162277192,3.197037591,3.148091168,3.158707046,3.138389726,3.138546558,3.190565933,3.125607297,3.157730296,3.100311428,3.126060926,3.10378622,3.117562493,3.136529726,3.152094216,3.141982757
RHOG,3.541827788,3.571448039,3.446475141,3.476533845,3.318334794,3.545020374,3.490509582,3.526482078,3.471047272,3.500698697,3.441743903,3.507844821,3.547368926,3.499458161,3.471512141,3.539282238,3.562729709,3.583862174,3.462228112,3.432391875,3.533800836,3.54141161,3.4810484,3.446939822,3.515764231,3.500698697,3.503257624,3.514117234,3.514416773,3.526850906,3.537021674,3.542522974,3.571448039,3.5458101,3.598605104,3.529544988,3.46859181,3.55913332,3.55279058,3.581106284,3.42272069,3.295202468,3.41819267,3.555022685,3.4810484,3.522579089,3.482078382,3.481324293,3.497734357,3.486558465,3.571953232,3.477604703,3.506916291,3.550990635,3.48157955,3.449595078,3.465332069,3.486872623,3.49676303,3.564689004,3.464842198,3.491636369,3.453796046,3.460710853,3.482344298,3.509728413,3.55658418,3.506584857,3.56823279,3.47867609,3.507844821,3.561459882,3.472167171,3.563082869,3.532392834,3.533441325,3.506016872,3.455161937,3.459974623,3.561459882
RHOH,3.122115128,3.071320786,3.080897373,3.094548257,3.090851425,3.102932405,3.038988801,3.022446509,3.025369411,3.055246323,3.083974086,3.087354867,3.052391609,3.041452568,3.054578321,3.063971183,2.986589097,2.982497162,3.102640874,3.02548947,3.008506047,3.034331268,3.137196288,3.019174634,3.012780528,3.094913208,3.038988801,3.034190771,3.041972851,3.046743176,3.021412266,3.056557787,3.006340581,3.077382151,3.025811433,3.167410497,3.075340512,3.054374062,3.073765808,3.032238785,3.113442404,3.012284188,3.130951401,3.072275609,3.136773619,2.965344535,3.055630189,3.106216641,3.056363188,3.061443454,3.092212372,3.054848951,3.117006694,3.118316046,3.038178825,3.047864881,3.052970372,3.080575486,3.058212707,3.074784993,3.053724609,3.068365559,3.010835537,3.053861804,3.057683026,3.037789155,3.055565882,3.066346879,3.053593812,3.076112417,3.120243082,3.030609489,3.05172597,2.99596526,3.025369411,2.996722619,3.031252798,3.072829117,3.067804824,3.055501984
RHOQ,3.333148193,3.323863097,3.300934275,3.314471347,3.30261015,3.328635982,3.311948293,3.312852246,3.29747825,3.336802829,3.361450608,3.307717504,3.303613362,3.311426568,3.314837787,3.352107837,3.307968667,3.32229634,3.316120309,3.293591157,3.330645295,3.325037722,3.310962471,3.297956834,3.318850751,3.300678908,3.317820575,3.308341813,3.310846591,3.306221226,3.308092153,3.318600002,3.355014221,3.323056971,3.31932408,3.283646324,3.312469578,3.272673679,3.342627336,3.328499834,3.301415132,3.306592848,3.31971046,3.331636516,3.303409051,3.313579209,3.317291997,3.303868348,3.296984776,3.306339426,3.339187779,3.303409051,3.286724394,3.321502008,3.305120482,3.324373335,3.296385867,3.297365317,3.29676523,3.310962471,3.299684899,3.288064804,3.286724394,3.279687467,3.305397143,3.319873589,3.33563957,3.321912582,3.309089967,3.314967557,3.308558533,3.298873167,3.268191144,3.355141853,3.283551143,3.299224254,3.321384027,3.305243823,3.321112189,3.337060231
